chapter_code,chapter,subchapter,assay_refname,text_pattern_match,assay_source,notes,assay_class,mesh_indication,ind_phenotype_cmpd,ind_phenotype_cmpd_chemblid,pos_control_cmpd,pos_control_cmpd_chemblid
N,Endocrinology,Hypothalamic Hormones,Inhibition of Experimentally Induced Endometriosis,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Antiovulatory Activity in Rats by LH-RH (Luteinizing Hormone Releasing Hormone) Antagonists,anti\W?ovulatory|AOA,Hock_2016,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Effect of Repeated Administration of LH-RH (Luteinizing Hormone Releasing Hormone) Antagonists in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Anti-Tumor Effect of LH-RH (Luteinizing Hormone Releasing Hormone) Antagonists,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,In Vivo Bioassay of CRH (Corticotropin-Releasing Hormone) Activity,Corticotropin,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Collection of Hypophyseal Portal Blood in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Growth Hormone-Releasing Hormone (GH-RH) Bioassay by Growth Hormone Release in Rats,GH\W?RH|growth\W?hormone.*releas,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Other Peptide Hormones,Melatonin Effect on Circadian Rhythm,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Other Peptide Hormones,Melatonin Effect on Neophobia in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Other Peptide Hormones,Relaxin Bioassay in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Other Peptide Hormones,Inhibition of Uterine Motility,Uter.*Motilit,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,General Hormonal Activity,General Hormonal Activity,anabol,phenotype,,in-vivo phenotypic,HORMONES,,,,
O,Ophthalmologic Activity,Intraocular Pressure,Measurement of Intraocular Pressure,intra\W?ocular|\WIOP\W,Hock_2016,Intraocular pressure is used to screen for glaucoma.,in-vivo phenotypic,INTRAOCULAR PRESSURE,,,,
O,Ophthalmologic Activity,Intraocular Pressure,Aqueous Humor Flow Rate,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
O,Ophthalmologic Activity,Intraocular Pressure,Alpha-Chymotrypsin Induced Glaucoma,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
O,Ophthalmologic Activity,Intraocular Pressure,Episcleral Venous Occlusion Induced Glaucoma in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
O,Ophthalmologic Activity,Intraocular Pressure,N-Methyl-N-Nitrosourea (MNU) Cataract Induction in Sprague-Dawley Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
O,Ophthalmologic Activity,Intraocular Pressure,Diabetic Cataract Formation in Sprague Dawley Rats by Streptozocin,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
O,Ophthalmologic Activity,Intraocular Pressure,Allergic Conjunctivitis Eye Inflammation,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
O,Ophthalmologic Activity,Intraocular Pressure,Auto-Immune Uveitis in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
A,Cardiovascular Activity,Cardiovascular analysis,General AntiHypertensive Activity,anti\W?hypertens,phenotype,,in-vivo phenotypic,HYPERTENSION,,,,
P,Pharmacological Models in Dermatology,Skin Sensitization Testing,Popliteal Lymph Node Hyperplasia Assay,pop.*lymph|PLN,Vogel_assay_2008,,in-vivo phenotypic,ECZEMA|SKIN DISEASES,,,,
P,Pharmacological Models in Dermatology,Skin Sensitization Testing,Local Lymph Node Assay for Skin Sensitization,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Experimental Dermatitis,NC/Nga Mouse as Model for Atopic Dermatitis,Atopic\W?Dermati,Vogel_assay_2008,,in-vivo phenotypic,"DERMATITIS, ATOPIC|ECZEMA|SKIN DISEASES",,,,
P,Pharmacological Models in Dermatology,Experimental Dermatitis,Motheaten Mice for Spontaneous Dermatitis,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Experimental Dermatitis,Spontaneous Erythema in Hairless Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Experimental Dermatitis,Contact Hypersensitivity,Contact\W?Hypersensit,Vogel_assay_2008,Vogel assay for (i) 'Contact Hypersensitivity in Mice'  is combined with (ii)'Contact Hypersensitivity in Rats',in-vivo phenotypic,"DERMATITIS, ATOPIC|ECZEMA|SKIN DISEASES",,,,
P,Pharmacological Models in Dermatology,Experimental Dermatitis,Non-Immunologic Contact Urticaria,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,General Dermatitis Models,General Dermatitis Models,Dermatitis,phenotype,,in-vivo phenotypic,DERMATITIS,,,,
A,Cardiovascular Activity,Cardiovascular analysis,Heart Rate Measurement,heart\Wrate|\WHR\Wratio|delta\WHR,Hock_2016,"Not possible to case-insensitively match against ""HR"" because this matches ""hour, hr"" as well as ""heart rate, HR"".",in-vivo phenotypic,HEART RATE,,,,
D,Respiratory Activity,Effects on Air Ways,Bronchospasmolytic Activity in Anesthetized Guinea Pigs (Konzett Rossler method,trachea.*contract|contract.*trachea|konzett|broncho\W?constrict,Hock_2016,Airway tightening (e.g. bronchoconstriction) in mammals other than Guinea Pigs also considered by this annotation.,in-vivo phenotypic,BRONCHIAL SPASM|ASTHMA,ACETYLCHOLINE|METHACHOLINE|HISTAMINE|BRADYKININ|ovalbumin peptide|Platelet activating factor|LEUKOTRIEN C4|LEUKOTRIENE D4|SUBSTANCE P,CHEMBL667|CHEMBL978|CHEMBL90|CHEMBL406291|CHEMBL525439|None|CHEMBL495936|CHEMBL288943|CHEMBL235363,ATROPINE|THEOPHYLLINE|TOLPROPAMINE|IMIPRAMINE,CHEMBL517712|CHEMBL190|CHEMBL2107261|CHEMBL11
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Mean Blood Pressure or Mean Arteral Blood Pressure,mean\Wblood\Wpressure|mean\Warterial\Wblood\Wpressure|MABP,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,BLOOD PRESSURE,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Systolic Blood Pressure,systolic\Wblood\Wpressure|systolic\Warterial\Wblood\Wpressure,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,BLOOD PRESSURE,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Diastolic Blood Pressure,diastolic\Wblood\Wpressure|diastolic\Warterial\Wblood\Wpressure|diastolic\Warterial\Wpressure|diastolic\Wpressure|diastolic\WBP,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,BLOOD PRESSURE,,,,
H,"Analgesic, Anti-inflammatory and Anti-pyretic Activity",Anti-Inflammatory Activity,Ultraviolet Erythema in Guinea Pigs,\Wuv.*eryth|eryth.*\Wuv,Hock_2016,,in-vivo phenotypic,ERYTHEMA,,,INDOMETHACIN|PHENYLBUTAZONE|ASPIRIN,CHEMBL6|CHEMBL101|CHEMBL25
D,Respiratory Activity,Effects on Air Ways,Effect of Arachidonic Acid or PAF on Respiratory Function In Vivo,paf.*broncho|broncho.*paf|arachid.*broncho|broncho.*arachid,Hock_2016,,in-vivo phenotypic,ASTHMA,ARACHIDONIC ACID|platelet-activating factor,CHEMBL15594|None,DAZOXIBEN|ASPIRIN,CHEMBL267473|CHEMBL25
E,Psychotropic and Neurotropic Activity,Neuroleptic Activity,Inhibition of Apomorphine-Induced Emesis in the Dog,emesis.*apomorphine|apomorphine.*emesis,Hock_2016,,in-vivo phenotypic,VOMITING,APOMORPHINE,CHEMBL53,CHLORPROMAZINE|HALOPERIDOL,CHEMBL71|CHEMBL54
-,Oncology Activity,-,General Leukemia,leuka?emi[ca],phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,LEUKEMIA,,,,
-,Oncology Activity,-,L1210 Experimental Leukemia,L\W?1210 leuka?em,Hock_2016,"in vivo assay described by Tovey and Maury (1999) in ""Modifications of the Method""",in-vivo phenotypic,"LEUKEMIA L1210|LEUKEMIA, EXPERIMENTAL",,,,
-,Oncology Activity,-,P388 Experimental Leukemia,P\W?388,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,"LEUKEMIA P388|LEUKEMIA, EXPERIMENTAL",,,,
-,Oncology Activity,-,Carcinoma,carcinoma,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,CARCINOMA,,,,
-,Oncology Activity,-,Lewis Lung Carcinoma,lewis lung,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,"CARCINOMA, LEWIS LUNG|CARCINOMA|NEOPLASMS, EXPERIMENTAL",,,,
-,Oncology Activity,-,Erhlich ascites carcinoma,Ehrlich|\WEAC\W,phenotype,No direct match to a reference assay in Hock_2016. EAC is Ehrlich ascites carcinoma.,in-vivo phenotypic,"CARCINOMA, EHRLICH TUMOR|CARCINOMA",,,,
-,Oncology Activity,-,Walker 256 Carcinoma,walker|walker 256,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,"CARCINOMA 256, WALKER|NEOPLASMS, EXPERIMENTAL",,,,
-,Oncology Activity,-,Non small cell lung carcinoma,non\W?\W?small\W?cell,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,"CARCINOMA|CARCINOMA, NON-SMALL-CELL LUNG",,,,
-,Oncology Activity,-,Sarcoma 180,sarcoma 180,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,"SARCOMA 180|SARCOMA|SARCOMA, EXPERIMENTAL",,,,
-,Oncology Activity,-,Fibrosarcoma,fibrosarcoma,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,SARCOMA|FIBROSARCOMA,,,,
-,Oncology Activity,-,Sarcoma,sarcoma,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,SARCOMA,,,,
-,Oncology Activity,-,General Melanoma,melano|melanocarcin,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,MELANOMA,,,,
-,Oncology Activity,-,Experimental Melanoma,B\W?16.*melanoma|B\W?16 murine melanoma|Harding\W?Passey|Cloudman,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,"MELANOMA, EXPERIMENTAL|MELANOMA",,,,
-,Oncology Activity,-,Xenograft model anti-tumor assays,xenograft.*tumou?r|tumou?r.*xenograft|xenograft.*canc|canc.*xenograft|xenograft.*carcin|carcin.*xenograft|xenograft.*metastat|metastat.*xenograft|xenograft.*lymphom|lymphom.*xenograft,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,XENOGRAFT MODEL ANTITUMOR ASSAYS,,,,
-,Oncology Activity,-,Lymphoma,lymphoma,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,LYMPHOMA,,,,
-,Oncology Activity,-,Neoplasms,tumou?r|neoplas|cancer,phenotype,No direct match to a reference assay in Hock_2016,in-vivo phenotypic,NEOPLASMS,,,,
J,Activity on the Gastrointestinal Tract,Pancreatic Function,Exocrine Secretion of Isolated Pancreas,,Vogel_assay_2008,,ex-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Pancreatic Function,Chronic Pancreatic Fistula in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Conditioned Defensive Burying in Rats,Burying,Vogel_assay_2008,,in-vivo phenotypic,ANXIETY,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Taste Aversion Paradigm,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Cued and Contextual Fear Conditioning,Fear\W?Condition,Vogel_assay_2008,,in-vivo phenotypic,ANXIETY,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,General Conditioned Behavioural Responses,Conditioned.*Behaviou?r,phenotype,,in-vivo phenotypic,ANXIETY,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Plasma Catecholamine Levels During and After Stress,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Plasma Corticosterone Levels Influenced by Psychotropic Drugs,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,Benzodiazepine Tolerance and Dependence in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Tests for Anxiolytic Activity,General Anxiolytic Activity,Anxiolytic|Anxiety,phenotype,,in-vivo phenotypic,ANXIETY,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Electroshock in Mice,electro\W?shock|maximal\W?electroshock|\WMES\W|electric\W?shock.*seizure|seizure.*electric/W?shock,Hock_2016,,in-vivo phenotypic,EPILEPSY,,,DIAZEPAM|PHENYTOIN,CHEMBL12|CHEMBL16
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Bicuculline Test in Rats,bicuculline,Vogel_assay_2008,,in-vivo phenotypic,EPILEPSY,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,4-Aminopyridine-Induced Seizures in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,3-Nitropropionic Acid-Induced Seizures in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Epilepsy Induced by Focal Lesions ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Kindled Rat Seizure Model,kindled|kindling,Vogel_assay_2008,,in-vivo phenotypic,EPILEPSY,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Posthypoxic Myoclonus in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
E,Psychotropic and Neurotropic Activity,Anti-Epileptic Activity,Rat Kainate Model of Epilepsy,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Pulse Pressure,pulse\Wpressure,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,BLOOD PRESSURE,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Stroke Volume,stroke\Wvolume,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,STROKE VOLUME,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: Ejection Fraction,ejection\Wfraction,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,STROKE VOLUME,,,,
4,Cardiovascular Safety Pharmacology,In Vivo Experimental Models for Cardiovascular Safety Pharmacology,Cardiovascular Safety Pharmacology: End Diastolic Volume,end\Wdiastolic\Wvolume,Vogel_2013_SafetyPharmacology,"includes rat, concious dog, anesthetised dog, monkey, guinea pigs, ferrets etc",in-vivo phenotypic,STROKE VOLUME,,,,
